name,bytes,put_sec,get_sec,sha256_ok
text-small.txt,1536,0.017074292991310358,0.013997064903378487,True
zeros-1m.bin,1048576,0.10238144174218178,0.10819238889962435,True
pattern-2m.bin,2097152,0.2554258117452264,0.190736492164433,True
random-1m.bin,1048576,0.25640600780025125,0.23663421627134085,True
