name,bytes,put_sec,get_sec,sha256_ok
text-small.txt,1536,2.7796801063232124,2.6656335978768766,True
zeros-1m.bin,1048576,3.0095476610586047,2.9641879526898265,True
pattern-2m.bin,2097152,3.050536190159619,3.2650874559767544,True
random-1m.bin,1048576,3.9255333240143955,3.863554869312793,True
